N_region,N_cont_region,N_recu_region,fecha_region,ID_region,Poblacion,num_region
Arica y Parinacota,0,0,2020-03-03,15,252110,
Tarapacá,0,0,2020-03-03,01,382773,
Antofagasta,0,0,2020-03-03,02,691854,
Atacama,0,0,2020-03-03,03,314709,
Coquimbo,0,0,2020-03-03,04,836096,
Valparaíso,0,0,2020-03-03,05,1960170,
Metropolitana,0,0,2020-03-03,13,8125072,
O’Higgins,0,0,2020-03-03,06,991063,
Maule,0,0,2020-03-03,07,1131939,
Ñuble,0,0,2020-03-03,16,511551,
Biobío,0,0,2020-03-03,08,1663696,
Araucanía,0,0,2020-03-03,09,1014343,
Los Ríos,0,0,2020-03-03,14,405835,
Los Lagos,0,0,2020-03-03,10,891440,
Aysén,0,0,2020-03-03,11,107297,
Magallanes,0,0,2020-03-03,12,178362,
Arica y Parinacota,0,0,2020-03-04,15,252110,
Tarapacá,0,0,2020-03-04,01,382773,
Antofagasta,0,0,2020-03-04,02,691854,
Atacama,0,0,2020-03-04,03,314709,
Coquimbo,0,0,2020-03-04,04,836096,
Valparaíso,0,0,2020-03-04,05,1960170,
Metropolitana,1,0,2020-03-04,13,8125072,
O’Higgins,0,0,2020-03-04,06,991063,
Maule,1,0,2020-03-04,07,1131939,
Ñuble,0,0,2020-03-04,16,511551,
Biobío,0,0,2020-03-04,08,1663696,
Araucanía,0,0,2020-03-04,09,1014343,
Los Ríos,0,0,2020-03-04,14,405835,
Los Lagos,0,0,2020-03-04,10,891440,
Aysén,0,0,2020-03-04,11,107297,
Magallanes,0,0,2020-03-04,12,178362,
Arica y Parinacota,0,0,2020-03-05,15,252110,
Tarapacá,0,0,2020-03-05,01,382773,
Antofagasta,0,0,2020-03-05,02,691854,
Atacama,0,0,2020-03-05,03,314709,
Coquimbo,0,0,2020-03-05,04,836096,
Valparaíso,0,0,2020-03-05,05,1960170,
Metropolitana,1,0,2020-03-05,13,8125072,
O’Higgins,0,0,2020-03-05,06,991063,
Maule,0,0,2020-03-05,07,1131939,
Ñuble,0,0,2020-03-05,16,511551,
Biobío,0,0,2020-03-05,08,1663696,
Araucanía,0,0,2020-03-05,09,1014343,
Los Ríos,0,0,2020-03-05,14,405835,
Los Lagos,0,0,2020-03-05,10,891440,
Aysén,0,0,2020-03-05,11,107297,
Magallanes,0,0,2020-03-05,12,178362,
Arica y Parinacota,0,0,2020-03-06,15,252110,
Tarapacá,0,0,2020-03-06,01,382773,
Antofagasta,0,0,2020-03-06,02,691854,
Atacama,0,0,2020-03-06,03,314709,
Coquimbo,0,0,2020-03-06,04,836096,
Valparaíso,0,0,2020-03-06,05,1960170,
Metropolitana,1,0,2020-03-06,13,8125072,
O’Higgins,0,0,2020-03-06,06,991063,
Maule,0,0,2020-03-06,07,1131939,
Ñuble,0,0,2020-03-06,16,511551,
Biobío,0,0,2020-03-06,08,1663696,
Araucanía,0,0,2020-03-06,09,1014343,
Los Ríos,0,0,2020-03-06,14,405835,
Los Lagos,0,0,2020-03-06,10,891440,
Aysén,0,0,2020-03-06,11,107297,
Magallanes,0,0,2020-03-06,12,178362,
Arica y Parinacota,0,0,2020-03-07,15,252110,
Tarapacá,0,0,2020-03-07,01,382773,
Antofagasta,0,0,2020-03-07,02,691854,
Atacama,0,0,2020-03-07,03,314709,
Coquimbo,0,0,2020-03-07,04,836096,
Valparaíso,0,0,2020-03-07,05,1960170,
Metropolitana,1,0,2020-03-07,13,8125072,
O’Higgins,0,0,2020-03-07,06,991063,
Maule,0,0,2020-03-07,07,1131939,
Ñuble,0,0,2020-03-07,16,511551,
Biobío,0,0,2020-03-07,08,1663696,
Araucanía,0,0,2020-03-07,09,1014343,
Los Ríos,0,0,2020-03-07,14,405835,
Los Lagos,1,0,2020-03-07,10,891440,
Aysén,0,0,2020-03-07,11,107297,
Magallanes,0,0,2020-03-07,12,178362,
Arica y Parinacota,0,0,2020-03-08,15,252110,
Tarapacá,0,0,2020-03-08,01,382773,
Antofagasta,0,0,2020-03-08,02,691854,
Atacama,0,0,2020-03-08,03,314709,
Coquimbo,0,0,2020-03-08,04,836096,
Valparaíso,0,0,2020-03-08,05,1960170,
Metropolitana,2,0,2020-03-08,13,8125072,
O’Higgins,0,0,2020-03-08,06,991063,
Maule,1,0,2020-03-08,07,1131939,
Ñuble,0,0,2020-03-08,16,511551,
Biobío,0,0,2020-03-08,08,1663696,
Araucanía,0,0,2020-03-08,09,1014343,
Los Ríos,0,0,2020-03-08,14,405835,
Los Lagos,0,0,2020-03-08,10,891440,
Aysén,0,0,2020-03-08,11,107297,
Magallanes,0,0,2020-03-08,12,178362,
Arica y Parinacota,0,0,2020-03-09,15,252110,
Tarapacá,0,0,2020-03-09,01,382773,
Antofagasta,0,0,2020-03-09,02,691854,
Atacama,0,0,2020-03-09,03,314709,
Coquimbo,0,0,2020-03-09,04,836096,
Valparaíso,0,0,2020-03-09,05,1960170,
Metropolitana,3,0,2020-03-09,13,8125072,
O’Higgins,0,0,2020-03-09,06,991063,
Maule,1,0,2020-03-09,07,1131939,
Ñuble,0,0,2020-03-09,16,511551,
Biobío,1,0,2020-03-09,08,1663696,
Araucanía,0,0,2020-03-09,09,1014343,
Los Ríos,0,0,2020-03-09,14,405835,
Los Lagos,0,0,2020-03-09,10,891440,
Aysén,0,0,2020-03-09,11,107297,
Magallanes,0,0,2020-03-09,12,178362,
Arica y Parinacota,0,0,2020-03-10,15,252110,
Tarapacá,0,0,2020-03-10,01,382773,
Antofagasta,0,0,2020-03-10,02,691854,
Atacama,0,0,2020-03-10,03,314709,
Coquimbo,0,0,2020-03-10,04,836096,
Valparaíso,0,0,2020-03-10,05,1960170,
Metropolitana,1,0,2020-03-10,13,8125072,
O’Higgins,0,0,2020-03-10,06,991063,
Maule,1,0,2020-03-10,07,1131939,
Ñuble,0,0,2020-03-10,16,511551,
Biobío,0,0,2020-03-10,08,1663696,
Araucanía,0,0,2020-03-10,09,1014343,
Los Ríos,0,0,2020-03-10,14,405835,
Los Lagos,0,0,2020-03-10,10,891440,
Aysén,0,0,2020-03-10,11,107297,
Magallanes,0,0,2020-03-10,12,178362,
Arica y Parinacota,0,0,2020-03-11,15,252110,
Tarapacá,0,0,2020-03-11,01,382773,
Antofagasta,0,0,2020-03-11,02,691854,
Atacama,0,0,2020-03-11,03,314709,
Coquimbo,0,0,2020-03-11,04,836096,
Valparaíso,0,0,2020-03-11,05,1960170,
Metropolitana,4,0,2020-03-11,13,8125072,
O’Higgins,0,0,2020-03-11,06,991063,
Maule,2,0,2020-03-11,07,1131939,
Ñuble,0,0,2020-03-11,16,511551,
Biobío,0,0,2020-03-11,08,1663696,
Araucanía,0,0,2020-03-11,09,1014343,
Los Ríos,0,0,2020-03-11,14,405835,
Los Lagos,0,0,2020-03-11,10,891440,
Aysén,0,0,2020-03-11,11,107297,
Magallanes,0,0,2020-03-11,12,178362,
Arica y Parinacota, 0,0,2020-03-12,15,252110,
Tarapacá, 0,0,2020-03-12,01,382773,
Antofagasta, 0,0,2020-03-12,02,691854,
Atacama, 0,0,2020-03-12,03,314709,
Coquimbo, 0,0,2020-03-12,04,836096,
Valparaíso, 0,0,2020-03-12,05,1960170,
Metropolitana, 9,0,2020-03-12,13,8125072,
O’Higgins, 0,0,2020-03-12,06,991063,
Maule, 0,0,2020-03-12,07,1131939,
Ñuble, 1,0,2020-03-12,16,511551,
Biobío, 0,0,2020-03-12,08,1663696,
Araucanía, 0,0,2020-03-12,09,1014343,
Los Ríos, 0,0,2020-03-12,14,405835,
Los Lagos, 0,0,2020-03-12,10,891440,
Aysén, 0,0,2020-03-12,11,107297,
Magallanes, 0,0,2020-03-12,12,178362,
Arica y Parinacota, 0,0,2020-03-13,15,252110,
Tarapacá, 0,0,2020-03-13,01,382773,
Antofagasta, 0,0,2020-03-13,02,691854,
Atacama, 0,0,2020-03-13,03,314709,
Coquimbo, 0,0,2020-03-13,04,836096,
Valparaíso, 0,0,2020-03-13,05,1960170,
Metropolitana, 6,0,2020-03-13,13,8125072,
O’Higgins, 0,0,2020-03-13,06,991063,
Maule, 1,0,2020-03-13,07,1131939,
Ñuble, 1,0,2020-03-13,16,511551,
Biobío, 2,0,2020-03-13,08,1663696,
Araucanía, 0,0,2020-03-13,09,1014343,
Los Ríos, 0,0,2020-03-13,14,405835,
Los Lagos, 0,0,2020-03-13,10,891440,
Aysén, 0,0,2020-03-13,11,107297,
Magallanes, 0,0,2020-03-13,12,178362,
Arica y Parinacota, 0,0,2020-03-14,15,252110,
Tarapacá, 0,0,2020-03-14,01,382773,
Antofagasta, 2,0,2020-03-14,02,691854,
Atacama, 1,0,2020-03-14,03,314709,
Coquimbo, 0,0,2020-03-14,04,836096,
Valparaíso, 0,0,2020-03-14,05,1960170,
Metropolitana,11,0,2020-03-14,13,8125072,
O’Higgins, 0,0,2020-03-14,06,991063,
Maule, 1,0,2020-03-14,07,1131939,
Ñuble, 2,0,2020-03-14,16,511551,
Biobío, 0,0,2020-03-14,08,1663696,
Araucanía, 0,0,2020-03-14,09,1014343,
Los Ríos, 0,0,2020-03-14,14,405835,
Los Lagos, 0,0,2020-03-14,10,891440,
Aysén, 1,0,2020-03-14,11,107297,
Magallanes, 0,0,2020-03-14,12,178362,
Arica y Parinacota, 0,0,2020-03-15,15,252110,
Tarapacá, 0,0,2020-03-15,01,382773,
Antofagasta, 0,0,2020-03-15,02,691854,
Atacama, 0,0,2020-03-15,03,314709,
Coquimbo, 0,0,2020-03-15,04,836096,
Valparaíso, 0,0,2020-03-15,05,1960170,
Metropolitana,14,0,2020-03-15,13,8125072,
O’Higgins, 0,0,2020-03-15,06,991063,
Maule, 0,0,2020-03-15,07,1131939,
Ñuble, 0,0,2020-03-15,16,511551,
Biobío, 0,0,2020-03-15,08,1663696,
Araucanía, 0,0,2020-03-15,09,1014343,
Los Ríos, 0,0,2020-03-15,14,405835,
Los Lagos, 0,0,2020-03-15,10,891440,
Aysén, 0,0,2020-03-15,11,107297,
Magallanes, 0,0,2020-03-15,12,178362,
Arica y Parinacota, 0,0,2020-03-16,15,252110,
Tarapacá, 0,0,2020-03-16,01,382773,
Antofagasta, 0,0,2020-03-16,02,691854,
Atacama, 0,0,2020-03-16,03,314709,
Coquimbo, 0,0,2020-03-16,04,836096,
Valparaíso, 1,0,2020-03-16,05,1960170,
Metropolitana,69,0,2020-03-16,13,8125072,
O’Higgins, 0,0,2020-03-16,06,991063,
Maule, 0,0,2020-03-16,07,1131939,
Ñuble, 8,0,2020-03-16,16,511551,
Biobío, 1,0,2020-03-16,08,1663696,
Araucanía, 1,0,2020-03-16,09,1014343,
Los Ríos, 1,0,2020-03-16,14,405835,
Los Lagos, 0,0,2020-03-16,10,891440,
Aysén, 0,0,2020-03-16,11,107297,
Magallanes, 0,0,2020-03-16,12,178362,
Arica y Parinacota, 0,0,2020-03-17,15,252110,
Tarapacá, 0,0,2020-03-17,01,382773,
Antofagasta, 0,0,2020-03-17,02,691854,
Atacama, 0,0,2020-03-17,03,314709,
Coquimbo, 0,0,2020-03-17,04,836096,
Valparaíso, 0,0,2020-03-17,05,1960170,
Metropolitana,29,0,2020-03-17,13,8125072,
O’Higgins, 0,0,2020-03-17,06,991063,
Maule, 0,0,2020-03-17,07,1131939,
Ñuble,14,0,2020-03-17,16,511551,
Biobío, 0,0,2020-03-17,08,1663696,
Araucanía, 0,0,2020-03-17,09,1014343,
Los Ríos, 0,0,2020-03-17,14,405835,
Los Lagos, 0,0,2020-03-17,10,891440,
Aysén, 0,0,2020-03-17,11,107297,
Magallanes, 2,0,2020-03-17,12,178362,
Arica y Parinacota, 0,0,2020-03-18,15,252110,
Tarapacá, 0,0,2020-03-18,01,382773,
Antofagasta, 0,0,2020-03-18,02,691854,
Atacama, 0,0,2020-03-18,03,314709,
Coquimbo, 0,0,2020-03-18,04,836096,
Valparaíso, 0,0,2020-03-18,05,1960170,
Metropolitana,22,0,2020-03-18,13,8125072,
O’Higgins, 0,0,2020-03-18,06,991063,
Maule, 2,0,2020-03-18,07,1131939,
Ñuble, 0,0,2020-03-18,16,511551,
Biobío, 3,0,2020-03-18,08,1663696,
Araucanía, 3,0,2020-03-18,09,1014343,
Los Ríos, 0,0,2020-03-18,14,405835,
Los Lagos, 7,0,2020-03-18,10,891440,
Aysén, 0,0,2020-03-18,11,107297,
Magallanes, 0,0,2020-03-18,12,178362,
Arica y Parinacota,  1,0,2020-03-19,15,252110,
Tarapacá,  0,0,2020-03-19,01,382773,
Antofagasta,  0,0,2020-03-19,02,691854,
Atacama,  0,0,2020-03-19,03,314709,
Coquimbo,  2,0,2020-03-19,04,836096,
Valparaíso,  3,0,2020-03-19,05,1960170,
Metropolitana, 73,0,2020-03-19,13,8125072,
O’Higgins,  2,0,2020-03-19,06,991063,
Maule,  3,0,2020-03-19,07,1131939,
Ñuble,  2,0,2020-03-19,16,511551,
Biobío,  7,0,2020-03-19,08,1663696,
Araucanía,  3,0,2020-03-19,09,1014343,
Los Ríos,  0,0,2020-03-19,14,405835,
Los Lagos,  8,0,2020-03-19,10,891440,
Aysén,  0,0,2020-03-19,11,107297,
Magallanes,  0,0,2020-03-19,12,178362,
Arica y Parinacota, 0,0,2020-03-20,15,252110,
Tarapacá, 0,0,2020-03-20,01,382773,
Antofagasta, 4,0,2020-03-20,02,691854,
Atacama, 0,0,2020-03-20,03,314709,
Coquimbo, 1,0,2020-03-20,04,836096,
Valparaíso, 1,0,2020-03-20,05,1960170,
Metropolitana,57,0,2020-03-20,13,8125072,
O’Higgins, 4,0,2020-03-20,06,991063,
Maule, 0,0,2020-03-20,07,1131939,
Ñuble,16,0,2020-03-20,16,511551,
Biobío, 5,0,2020-03-20,08,1663696,
Araucanía, 2,0,2020-03-20,09,1014343,
Los Ríos, 0,0,2020-03-20,14,405835,
Los Lagos, 2,0,2020-03-20,10,891440,
Aysén, 0,0,2020-03-20,11,107297,
Magallanes, 0,0,2020-03-20,12,178362,
Arica y Parinacota,0,0,2020-03-21,15,252110,
Tarapacá,0,0,2020-03-21,01,382773,
Antofagasta,4,0,2020-03-21,02,691854,
Atacama,0,0,2020-03-21,03,314709,
Coquimbo,0,0,2020-03-21,04,836096,
Valparaíso,8,0,2020-03-21,05,1960170,
Metropolitana,55,0,2020-03-21,13,8125072,
O’Higgins,1,0,2020-03-21,06,991063,
Maule,1,0,2020-03-21,07,1131939,
Ñuble,14,0,2020-03-21,16,511551,
Biobío,11,0,2020-03-21,08,1663696,
Araucanía,6,0,2020-03-21,09,1014343,
Los Ríos,0,0,2020-03-21,14,405835,
Los Lagos,2,0,2020-03-21,10,891440,
Aysén,0,0,2020-03-21,11,107297,
Magallanes,1,0,2020-03-21,12,178362,
﻿Region,Casos nuevos,Fallecidos,2020-03-22,,,
Arica y Parinacota,1,0,2020-03-22,15,252110,
Tarapacá,0,0,2020-03-22,01,382773,
Antofagasta,1,0,2020-03-22,02,691854,
Atacama,0,0,2020-03-22,03,314709,
Coquimbo,2,0,2020-03-22,04,836096,
Valparaíso,3,0,2020-03-22,05,1960170,
Metropolitana,50,1,2020-03-22,13,8125072,
O’Higgins,1,0,2020-03-22,06,991063,
Maule,10,0,2020-03-22,07,1131939,
Ñuble,6,0,2020-03-22,16,511551,
Biobío,5,0,2020-03-22,08,1663696,
Araucanía,12,0,2020-03-22,09,1014343,
Los Ríos,0,0,2020-03-22,14,405835,
Los Lagos,3,0,2020-03-22,10,891440,
Aysén,0,0,2020-03-22,11,107297,
Magallanes,1,0,2020-03-22,12,178362,
﻿Region,Casos nuevos,Fallecidos,2020-03-23,,,
Arica y Parinacota,0,0,2020-03-23,15,252110,
Tarapacá,1,0,2020-03-23,01,382773,
Antofagasta,0,0,2020-03-23,02,691854,
Atacama,0,0,2020-03-23,03,314709,
Coquimbo,1,0,2020-03-23,04,836096,
Valparaíso,3,0,2020-03-23,05,1960170,
Metropolitana,50,1,2020-03-23,13,8125072,
O’Higgins,0,0,2020-03-23,06,991063,
Maule,3,0,2020-03-23,07,1131939,
Ñuble,17,0,2020-03-23,16,511551,
Biobío,11,0,2020-03-23,08,1663696,
Araucanía,13,0,2020-03-23,09,1014343,
Los Ríos,3,0,2020-03-23,14,405835,
Los Lagos,10,0,2020-03-23,10,891440,
Aysén,0,0,2020-03-23,11,107297,
Magallanes,2,0,2020-03-23,12,178362,
Arica y Parinacota,0,0,2020-03-24,15,252110,
Tarapacá,3,0,2020-03-24,01,382773,
Antofagasta,2,0,2020-03-24,02,691854,
Atacama,0,0,2020-03-24,03,314709,
Coquimbo,5,0,2020-03-24,04,836096,
Valparaíso,6,0,2020-03-24,05,1960170,
Metropolitana,81,2,2020-03-24,13,8125072,
O’Higgins,1,0,2020-03-24,06,991063,
Maule,1,0,2020-03-24,07,1131939,
Ñuble,24,0,2020-03-24,16,511551,
Biobío,27,0,2020-03-24,08,1663696,
Araucanía,19,0,2020-03-24,09,1014343,
Los Ríos,2,0,2020-03-24,14,405835,
Los Lagos,3,0,2020-03-24,10,891440,
Aysén,0,0,2020-03-24,11,107297,
Magallanes,2,0,2020-03-24,12,178362,
﻿Region,Casos nuevos,Fallecidos,2020-03-25,,,
Arica y Parinacota,0,0,2020-03-25,15,252110,
Tarapacá,0,0,2020-03-25,01,382773,
Antofagasta,6,0,2020-03-25,02,691854,
Atacama,0,0,2020-03-25,03,314709,
Coquimbo,1,0,2020-03-25,04,836096,
Valparaíso,7,0,2020-03-25,05,1960170,
Metropolitana,142,2,2020-03-25,13,8125072,
O’Higgins,2,0,2020-03-25,06,991063,
Maule,1,0,2020-03-25,07,1131939,
Ñuble,6,0,2020-03-25,16,511551,
Biobío,22,1,2020-03-25,08,1663696,
Araucanía,15,0,2020-03-25,09,1014343,
Los Ríos,5,0,2020-03-25,14,405835,
Los Lagos,8,0,2020-03-25,10,891440,
Aysén,0,0,2020-03-25,11,107297,
Magallanes,5,0,2020-03-25,12,178362,
Arica y Parinacota,  1,0,2020-03-26,15,252110,
Tarapacá,  1,0,2020-03-26,01,382773,
Antofagasta,  1,0,2020-03-26,02,691854,
Atacama,  0,0,2020-03-26,03,314709,
Coquimbo,  1,0,2020-03-26,04,836096,
Valparaíso, 12,0,2020-03-26,05,1960170,
Metropolita, 64,0,2020-03-26,,,
O’Higgins,  3,0,2020-03-26,06,991063,
Maule,  1,0,2020-03-26,07,1131939,
Ñuble,  3,0,2020-03-26,16,511551,
Biobío, 14,0,2020-03-26,08,1663696,
Araucanía, 37,0,2020-03-26,09,1014343,
Los Ríos,  3,0,2020-03-26,14,405835,
Los Lagos, 16,0,2020-03-26,10,891440,
Aysén,  1,0,2020-03-26,11,107297,
Magallanes,  6,0,2020-03-26,12,178362,
Arica y Parinacota,  1,0,2020-03-26,15,252110,
Tarapacá,  1,0,2020-03-26,01,382773,
Antofagasta,  1,0,2020-03-26,02,691854,
Atacama,  0,0,2020-03-26,03,314709,
Coquimbo,  1,0,2020-03-26,04,836096,
Valparaíso, 12,0,2020-03-26,05,1960170,
Metropolita, 64,0,2020-03-26,,,
O’Higgins,  3,0,2020-03-26,06,991063,
Maule,  1,0,2020-03-26,07,1131939,
Ñuble,  3,0,2020-03-26,16,511551,
Biobío, 14,0,2020-03-26,08,1663696,
Araucanía, 37,0,2020-03-26,09,1014343,
Los Ríos,  3,0,2020-03-26,14,405835,
Los Lagos, 16,0,2020-03-26,10,891440,
Aysén,  1,0,2020-03-26,11,107297,
Magallanes,  6,0,2020-03-26,12,178362,
Arica y Parinacota,  0,0,2020-03-27,15,252110,
Tarapacá,  0,0,2020-03-27,01,382773,
Antofagasta,  1,0,2020-03-27,02,691854,
Atacama,  0,0,2020-03-27,03,314709,
Coquimbo,  1,0,2020-03-27,04,836096,
Valparaíso,  5,0,2020-03-27,05,1960170,
Metropolita,192,0,2020-03-27,,,
O’Higgins,  2,0,2020-03-27,06,991063,
Maule,  1,0,2020-03-27,07,1131939,
Ñuble, 30,0,2020-03-27,16,511551,
Biobío, 26,0,2020-03-27,08,1663696,
Araucanía, 32,0,2020-03-27,09,1014343,
Los Ríos,  8,0,2020-03-27,14,405835,
Los Lagos,  3,0,2020-03-27,10,891440,
Aysén,  0,0,2020-03-27,11,107297,
Magallanes,  3,0,2020-03-27,12,178362,
Arica y Parinacota,  0,0,2020-03-28,15,252110,
Tarapacá,  0,0,2020-03-28,01,382773,
Antofagasta,  4,0,2020-03-28,02,691854,
Atacama,  0,0,2020-03-28,03,314709,
Coquimbo,  1,0,2020-03-28,04,836096,
Valparaíso, 22,0,2020-03-28,05,1960170,
Metropolita,146,0,2020-03-28,,,
O’Higgins,  4,0,2020-03-28,06,991063,
Maule,  5,0,2020-03-28,07,1131939,
Ñuble, 28,0,2020-03-28,16,511551,
Biobío, 16,0,2020-03-28,08,1663696,
Araucanía, 34,0,2020-03-28,09,1014343,
Los Ríos,  5,0,2020-03-28,14,405835,
Los Lagos, 30,0,2020-03-28,10,891440,
Aysén,  0,0,2020-03-28,11,107297,
Magallanes,  4,0,2020-03-28,12,178362,
Arica y Parinacota,  1,0,2020-03-29,15,252110,
Tarapacá,  1,0,2020-03-29,01,382773,
Antofagasta,  2,0,2020-03-29,02,691854,
Atacama,  1,0,2020-03-29,03,314709,
Coquimbo,  3,0,2020-03-29,04,836096,
Valparaíso,  9,0,2020-03-29,05,1960170,
Metropolita, 83,0,2020-03-29,,,
O’Higgins,  1,0,2020-03-29,06,991063,
Maule,  5,0,2020-03-29,07,1131939,
Ñuble, 25,0,2020-03-29,16,511551,
Biobío, 34,0,2020-03-29,08,1663696,
Araucanía, 28,0,2020-03-29,09,1014343,
Los Ríos, 13,0,2020-03-29,14,405835,
Los Lagos, 11,0,2020-03-29,10,891440,
Aysén,  0,0,2020-03-29,11,107297,
Magallanes, 13,0,2020-03-29,12,178362,
Arica y Parinacota,  2,0,2020-03-30,15,252110,
Tarapacá,  2,0,2020-03-30,01,382773,
Antofagasta,  8,0,2020-03-30,02,691854,
Atacama,  0,0,2020-03-30,03,314709,
Coquimbo,  9,0,2020-03-30,04,836096,
Valparaíso, 28,0,2020-03-30,05,1960170,
Metropolita,128,0,2020-03-30,,,
O’Higgins,  0,0,2020-03-30,06,991063,
Maule, 12,0,2020-03-30,07,1131939,
Ñuble, 32,0,2020-03-30,16,511551,
Biobío, 16,0,2020-03-30,08,1663696,
Araucanía, 42,0,2020-03-30,09,1014343,
Los Ríos,  7,0,2020-03-30,14,405835,
Los Lagos, 24,0,2020-03-30,10,891440,
Aysén,  0,0,2020-03-30,11,107297,
Magallanes,  0,0,2020-03-30,12,178362,
Arica y Parinacota,  0,0,2020-03-31,15,252110,
Tarapacá,  2,0,2020-03-31,01,382773,
Antofagasta,  0,0,2020-03-31,02,691854,
Atacama,  0,0,2020-03-31,03,314709,
Coquimbo,  1,0,2020-03-31,04,836096,
Valparaíso,  7,0,2020-03-31,05,1960170,
Metropolita,125,0,2020-03-31,,,
O’Higgins,  2,0,2020-03-31,06,991063,
Maule,  8,0,2020-03-31,07,1131939,
Ñuble, 16,0,2020-03-31,16,511551,
Biobío, 15,0,2020-03-31,08,1663696,
Araucanía, 55,0,2020-03-31,09,1014343,
Los Ríos, 11,0,2020-03-31,14,405835,
Los Lagos, 23,0,2020-03-31,10,891440,
Aysén,  0,0,2020-03-31,11,107297,
Magallanes, 24,0,2020-03-31,12,178362,
Arica y Parinacota,  0,0,2020-04-01,15,252110,
Tarapacá,  0,0,2020-04-01,01,382773,
Antofagasta,  4,0,2020-04-01,02,691854,
Atacama,  1,0,2020-04-01,03,314709,
Coquimbo,  2,0,2020-04-01,04,836096,
Valparaíso, 21,0,2020-04-01,05,1960170,
Metropolita,101,0,2020-04-01,,,
O’Higgins,  3,0,2020-04-01,06,991063,
Maule,  9,0,2020-04-01,07,1131939,
Ñuble, 14,0,2020-04-01,16,511551,
Biobío, 24,0,2020-04-01,08,1663696,
Araucanía, 41,0,2020-04-01,09,1014343,
Los Ríos,  6,0,2020-04-01,14,405835,
Los Lagos, 30,0,2020-04-01,10,891440,
Aysén,  1,0,2020-04-01,11,107297,
Magallanes, 36,0,2020-04-01,12,178362,
Arica y Parinacota,  1,0,2020-04-02,15,252110,
Tarapacá,  2,0,2020-04-02,01,382773,
Antofagasta,  8,0,2020-04-02,02,691854,
Atacama,  0,0,2020-04-02,03,314709,
Coquimbo,  4,0,2020-04-02,04,836096,
Valparaíso, 20,0,2020-04-02,05,1960170,
Metropolita,115,0,2020-04-02,,,
O’Higgins,  6,0,2020-04-02,06,991063,
Maule, 11,0,2020-04-02,07,1131939,
Ñuble, 82,0,2020-04-02,16,511551,
Biobío, 35,0,2020-04-02,08,1663696,
Araucanía, 46,0,2020-04-02,09,1014343,
Los Ríos,  4,0,2020-04-02,14,405835,
Los Lagos, 22,0,2020-04-02,10,891440,
Aysén,  2,0,2020-04-02,11,107297,
Magallanes, 15,0,2020-04-02,12,178362,
Arica y Parinacota,  5,0,2020-04-03,15,252110,
Tarapacá,  1,0,2020-04-03,01,382773,
Antofagasta,  7,0,2020-04-03,02,691854,
Atacama,  2,0,2020-04-03,03,314709,
Coquimbo,  1,0,2020-04-03,04,836096,
Valparaíso, 20,0,2020-04-03,05,1960170,
Metropolita,106,0,2020-04-03,,,
O’Higgins,  1,0,2020-04-03,06,991063,
Maule,  7,0,2020-04-03,07,1131939,
Ñuble, 29,0,2020-04-03,16,511551,
Biobío, 27,0,2020-04-03,08,1663696,
Araucanía, 43,0,2020-04-03,09,1014343,
Los Ríos, 10,0,2020-04-03,14,405835,
Los Lagos, 31,0,2020-04-03,10,891440,
Aysén,  1,0,2020-04-03,11,107297,
Magallanes, 42,0,2020-04-03,12,178362,
Arica y Parinacota,  0,0,2020-04-04,15,252110,
Tarapacá,  4,0,2020-04-04,01,382773,
Antofagasta,  1,0,2020-04-04,02,691854,
Atacama,  0,0,2020-04-04,03,314709,
Coquimbo,  9,0,2020-04-04,04,836096,
Valparaíso,  9,0,2020-04-04,05,1960170,
Metropolita,215,0,2020-04-04,,,
O’Higgins,  5,0,2020-04-04,06,991063,
Maule,  8,0,2020-04-04,07,1131939,
Ñuble, 31,0,2020-04-04,16,511551,
Biobío, 45,0,2020-04-04,08,1663696,
Araucanía, 45,0,2020-04-04,09,1014343,
Los Ríos, 11,0,2020-04-04,14,405835,
Los Lagos, 25,0,2020-04-04,10,891440,
Aysén,  0,0,2020-04-04,11,107297,
Magallanes, 16,0,2020-04-04,12,178362,
Arica y Parinacota,16,0,2020-04-05,15,252110,
Tarapacá,3,0,2020-04-05,01,382773,
Antofagasta,5,0,2020-04-05,02,691854,
Atacama,0,0,2020-04-05,03,314709,
Coquimbo,6,0,2020-04-05,04,836096,
Valparaíso,6,0,2020-04-05,05,1960170,
Metropolitana,145,0,2020-04-05,13,8125072,
O’Higgins,3,0,2020-04-05,06,991063,
Maule,6,0,2020-04-05,07,1131939,
Ñuble,24,0,2020-04-05,16,511551,
Biobío,18,0,2020-04-05,08,1663696,
Araucanía,32,0,2020-04-05,09,1014343,
Los  Ríos,10,0,2020-04-05,,,
Los Lagos,17,0,2020-04-05,10,891440,
Aysén,1,0,2020-04-05,11,107297,
Magallanes,18,0,2020-04-05,12,178362,
Arica y Parinacota,13,0,2020-04-06,15,252110,
Tarapacá,1,0,2020-04-06,01,382773,
Antofagasta,8,0,2020-04-06,02,691854,
Atacama,0,0,2020-04-06,03,314709,
Coquimbo,1,0,2020-04-06,04,836096,
Valparaíso,7,0,2020-04-06,05,1960170,
Metropolitana,142,0,2020-04-06,13,8125072,
O’Higgins,1,0,2020-04-06,06,991063,
Maule,5,0,2020-04-06,07,1131939,
Ñuble,49,0,2020-04-06,16,511551,
Biobío,18,0,2020-04-06,08,1663696,
Araucanía,53,0,2020-04-06,09,1014343,
Los  Ríos,5,0,2020-04-06,,,
